data/id,data/source,data/target,data/line_name_k,data/is_bullet,data/lon,data/company_name_k,data/zoom,data/SUID,data/company_type,data/company_name_h,data/interaction,data/shared_interaction,data/company_url,data/line_name,data/selected,data/company_name,data/company_cd,data/name,data/rr_cd,data/company_name_r,data/e_status_x,data/shared_name,data/lat,data/e_status_y,data/line_name_h,selected
13495,3003,3004,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13495,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131517 (11315) 1131518,11,JR東日本,0,1131517 (11315) 1131518,35.782572650078514,0,JR青梅線,false
13494,3002,3003,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13494,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131516 (11315) 1131517,11,JR東日本,0,1131516 (11315) 1131517,35.782572650078514,0,JR青梅線,false
13493,3001,3002,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13493,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131515 (11315) 1131516,11,JR東日本,0,1131515 (11315) 1131516,35.782572650078514,0,JR青梅線,false
13492,3000,3001,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13492,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131514 (11315) 1131515,11,JR東日本,0,1131514 (11315) 1131515,35.782572650078514,0,JR青梅線,false
13491,2999,3000,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13491,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131513 (11315) 1131514,11,JR東日本,0,1131513 (11315) 1131514,35.782572650078514,0,JR青梅線,false
13490,2998,2999,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13490,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131512 (11315) 1131513,11,JR東日本,0,1131512 (11315) 1131513,35.782572650078514,0,JR青梅線,false
13489,2997,2998,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13489,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131511 (11315) 1131512,11,JR東日本,0,1131511 (11315) 1131512,35.782572650078514,0,JR青梅線,false
13503,3012,3013,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13503,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131601 (11316) 1131602,11,JR東日本,0,1131601 (11316) 1131602,35.725830442825945,0,JR五日市線,false
13502,3010,3011,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13502,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131524 (11315) 1131525,11,JR東日本,0,1131524 (11315) 1131525,35.782572650078514,0,JR青梅線,false
13501,3009,3010,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13501,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131523 (11315) 1131524,11,JR東日本,0,1131523 (11315) 1131524,35.782572650078514,0,JR青梅線,false
13500,3008,3009,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13500,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131522 (11315) 1131523,11,JR東日本,0,1131522 (11315) 1131523,35.782572650078514,0,JR青梅線,false
13499,3007,3008,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13499,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131521 (11315) 1131522,11,JR東日本,0,1131521 (11315) 1131522,35.782572650078514,0,JR青梅線,false
13498,3006,3007,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13498,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131520 (11315) 1131521,11,JR東日本,0,1131520 (11315) 1131521,35.782572650078514,0,JR青梅線,false
13497,3005,3006,オウメセン,false,139.2400413547656,ジェイアールヒガシニホン,11,13497,1,東日本旅客鉄道株式会社,11315,11315,http://www.jreast.co.jp/,JR青梅線,false,JR東日本,2,1131519 (11315) 1131520,11,JR東日本,0,1131519 (11315) 1131520,35.782572650078514,0,JR青梅線,false
13509,3019,3020,ハチコウセン,false,139.33299376182276,ジェイアールヒガシニホン,11,13509,1,東日本旅客鉄道株式会社,11317,11317,http://www.jreast.co.jp/,JR八高線(八王子～高麗川),false,JR東日本,2,1131701 (11317) 1131702,11,JR東日本,0,1131701 (11317) 1131702,35.78050242395001,0,JR八高線(八王子～高麗川),false
13510,3020,3021,ハチコウセン,false,139.33299376182276,ジェイアールヒガシニホン,11,13510,1,東日本旅客鉄道株式会社,11317,11317,http://www.jreast.co.jp/,JR八高線(八王子～高麗川),false,JR東日本,2,1131702 (11317) 1131703,11,JR東日本,0,1131702 (11317) 1131703,35.78050242395001,0,JR八高線(八王子～高麗川),false
13508,3017,3018,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13508,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131606 (11316) 1131607,11,JR東日本,0,1131606 (11316) 1131607,35.725830442825945,0,JR五日市線,false
13506,3015,3016,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13506,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131604 (11316) 1131605,11,JR東日本,0,1131604 (11316) 1131605,35.725830442825945,0,JR五日市線,false
13507,3016,3017,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13507,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131605 (11316) 1131606,11,JR東日本,0,1131605 (11316) 1131606,35.725830442825945,0,JR五日市線,false
13504,3013,3014,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13504,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131602 (11316) 1131603,11,JR東日本,0,1131602 (11316) 1131603,35.725830442825945,0,JR五日市線,false
13505,3014,3015,イツカイチセン,false,139.29165743387557,ジェイアールヒガシニホン,12,13505,1,東日本旅客鉄道株式会社,11316,11316,http://www.jreast.co.jp/,JR五日市線,false,JR東日本,2,1131603 (11316) 1131604,11,JR東日本,0,1131603 (11316) 1131604,35.725830442825945,0,JR五日市線,false
13513,3023,3024,ハチコウセン,false,139.33299376182276,ジェイアールヒガシニホン,11,13513,1,東日本旅客鉄道株式会社,11317,11317,http://www.jreast.co.jp/,JR八高線(八王子～高麗川),false,JR東日本,2,1131705 (11317) 1131706,11,JR東日本,0,1131705 (11317) 1131706,35.78050242395001,0,JR八高線(八王子～高麗川),false
13511,3021,3022,ハチコウセン,false,139.33299376182276,ジェイアールヒガシニホン,11,13511,1,東日本旅客鉄道株式会社,11317,11317,http://www.jreast.co.jp/,JR八高線(八王子～高麗川),false,JR東日本,2,1131703 (11317) 1131704,11,JR東日本,0,1131703 (11317) 1131704,35.78050242395001,0,JR八高線(八王子～高麗川),false
13512,3022,3023,ハチコウセン,false,139.33299376182276,ジェイアールヒガシニホン,11,13512,1,東日本旅客鉄道株式会社,11317,11317,http://www.jreast.co.jp/,JR八高線(八王子～高麗川),false,JR東日本,2,1131704 (11317) 1131705,11,JR東日本,0,1131704 (11317) 1131705,35.78050242395001,0,JR八高線(八王子～高麗川),false
