data/id,data/station_name,data/close_ymd,data/lon,data/post,data/e_status,data/SUID,data/station_g_cd,data/add,data/line_cd,data/selected,data/open_ymd,data/name,data/pref_name,data/shared_name,data/lat,data/y,data/x,position/x,position/y,selected
5868,大鳥居,,139.73935600000002,144-0034,0,5868,2700203,大田区西糀谷３-３７-１８,27002,false,,2700203,東京都,2700203,35.552531,-355525.31,1397393.56,1397393.56,-355525.31,false
5866,京急蒲田,,139.723681,144-0052,0,5866,2700112,大田区蒲田４-５０-１０,27002,false,,2700201,東京都,2700201,35.560796,-355607.96,1397236.81,1397236.81,-355607.96,false
5826,梅屋敷,,139.728266,144-0052,0,5826,2700111,大田区蒲田２-２８-１,27001,false,,2700111,東京都,2700111,35.566873,-355668.73000000004,1397282.66,1397282.66,-355668.73000000004,false
5825,大森町,,139.732027,143-0015,0,5825,2700110,大田区大森西３-２４-７,27001,false,,2700110,東京都,2700110,35.572431,-355724.31,1397320.2699999998,1397320.2699999998,-355724.31,false
5828,雑色,,139.715005,144-0055,0,5828,2700113,大田区仲六郷２-４２-１,27001,false,,2700113,東京都,2700113,35.549725,-355497.25,1397150.0499999998,1397150.0499999998,-355497.25,false
5827,京急蒲田,,139.723681,144-0052,0,5827,2700112,大田区蒲田４-５０-１０,27001,false,,2700112,東京都,2700112,35.560796,-355607.96,1397236.81,1397236.81,-355607.96,false
5822,立会川,,139.738886,140-0011,0,5822,2700107,品川区東大井２-２３-１,27001,false,,2700107,東京都,2700107,35.598489,-355984.89,1397388.86,1397388.86,-355984.89,false
5821,鮫洲,,139.742227,140-0011,0,5821,2700106,品川区東大井１-２-２０,27001,false,,2700106,東京都,2700106,35.604977000000005,-356049.7700000001,1397422.2700000003,1397422.2700000003,-356049.7700000001,false
5824,平和島,,139.73491,143-0016,0,5824,2700109,大田区大森北６-１３-１１,27001,false,,2700109,東京都,2700109,35.57868,-355786.8,1397349.1,1397349.1,-355786.8,false
5823,大森海岸,,139.73543999999998,140-0013,0,5823,2700108,品川区南大井３-３２-１,27001,false,,2700108,東京都,2700108,35.587576,-355875.76,1397354.4,1397354.4,-355875.76,false
5818,北品川,,139.739191,140-0001,0,5818,2700103,品川区北品川１-１-４,27001,false,,2700103,東京都,2700103,35.622458,-356224.58,1397391.9100000001,1397391.9100000001,-356224.58,false
5817,品川,,139.73809,,0,5817,1130103,東京都港区高輪三丁目26-26,27001,false,,2700102,東京都,2700102,35.628284,-356282.84,1397380.9,1397380.9,-356282.84,false
5820,青物横丁,,139.74295800000002,140-0004,0,5820,2700105,品川区南品川３-１-２０,27001,false,,2700105,東京都,2700105,35.609351000000004,-356093.51,1397429.58,1397429.58,-356093.51,false
5819,新馬場,,139.741366,140-0001,0,5819,2700104,品川区北品川２-１８-１,27001,false,,2700104,東京都,2700104,35.61762,-356176.2,1397413.66,1397413.66,-356176.2,false
5816,泉岳寺,,139.74002,108-0074,0,5816,2700101,港区高輪２-１６-３４,27001,false,,2700101,東京都,2700101,35.638692,-356386.92,1397400.2,1397400.2,-356386.92,false
5829,六郷土手,,139.7076,144-0055,0,5829,2700114,大田区仲六郷４-２７-１１,27001,false,,2700114,東京都,2700114,35.540577,-355405.77,1397076.0000000002,1397076.0000000002,-355405.77,false
5796,多摩川,,139.668723,145-0071,0,5796,2600109,大田区田園調布１-５３-８,26006,false,,2600601,東京都,2600601,35.589591,-355895.91,1396687.23,1396687.23,-355895.91,false
5795,蒲田,,139.714626,144-0052,0,5795,1133230,大田区蒲田５丁目,26005,false,,2600515,東京都,2600515,35.561766999999996,-355617.67,1397146.26,1397146.26,-355617.67,false
5794,蓮沼,,139.708544,144-0051,0,5794,2600514,大田区西蒲田７-１７-１,26005,false,,2600514,東京都,2600514,35.564173,-355641.73,1397085.44,1397085.44,-355641.73,false
5793,池上,,139.702822,146-0082,0,5793,2600513,大田区池上６-３-１０,26005,false,,2600513,東京都,2600513,35.572025,-355720.24999999994,1397028.22,1397028.22,-355720.24999999994,false
5792,千鳥町,,139.69142,146-0083,0,5792,2600512,大田区千鳥１-２０-１,26005,false,,2600512,東京都,2600512,35.572983,-355729.83,1396914.2,1396914.2,-355729.83,false
5791,久が原,,139.685678,146-0084,0,5791,2600511,大田区南久が原２-６-１０,26005,false,,2600511,東京都,2600511,35.579499,-355794.99,1396856.78,1396856.78,-355794.99,false
5790,御嶽山,,139.682473,145-0073,0,5790,2600510,大田区北嶺町３２-１７,26005,false,,2600510,東京都,2600510,35.585236,-355852.36000000004,1396824.73,1396824.73,-355852.36000000004,false
5789,雪が谷大塚,,139.681083,145-0066,0,5789,2600509,大田区南雪谷２-２-１６,26005,false,,2600509,東京都,2600509,35.592038,-355920.38,1396810.83,1396810.83,-355920.38,false
5788,石川台,,139.68506299999999,145-0065,0,5788,2600508,大田区東雪谷２-２３-１,26005,false,,2600508,東京都,2600508,35.596888,-355968.88,1396850.63,1396850.63,-355968.88,false
5787,洗足池,,139.690896,145-0065,0,5787,2600507,大田区東雪谷１-１-６,26005,false,,2600507,東京都,2600507,35.599647999999995,-355996.4799999999,1396908.9600000002,1396908.9600000002,-355996.4799999999,false
5786,長原,,139.697881,145-0064,0,5786,2600506,大田区上池台１-１０-１０,26005,false,,2600506,東京都,2600506,35.60219,-356021.9,1396978.81,1396978.81,-356021.9,false
5785,旗の台,,139.70228600000002,142-0064,0,5785,2600406,品川区旗の台２-１３-１,26005,false,,2600505,東京都,2600505,35.604923,-356049.23,1397022.86,1397022.86,-356049.23,false
5784,荏原中延,,139.712196,142-0053,0,5784,2600504,品川区中延２-８-１,26005,false,,2600504,東京都,2600504,35.610056,-356100.56,1397121.96,1397121.96,-356100.56,false
5783,戸越銀座,,139.714862,142-0051,0,5783,2600503,品川区平塚２-１６-１,26005,false,,2600503,東京都,2600503,35.615928000000004,-356159.28,1397148.62,1397148.62,-356159.28,false
5782,大崎広小路,,139.72233899999998,141-0032,0,5782,2600502,品川区大崎４-１-１,26005,false,,2600502,東京都,2600502,35.622244,-356222.44,1397223.3899999997,1397223.3899999997,-356222.44,false
5781,五反田,,139.724175,,0,5781,1130202,東京都品川区東五反田二丁目1-1,26005,false,,2600501,東京都,2600501,35.625262,-356252.62,1397241.75,1397241.75,-356252.62,false
5811,松原,,139.642,156-0043,0,5811,2600709,世田谷区松原４-１０-８,26007,false,,2600709,東京都,2600709,35.660047999999996,-356600.48,1396420,1396420,-356600.48,false
5812,下高井戸,,139.641372,156-0043,0,5812,2400107,世田谷区松原３-２９-１７,26007,false,,2600710,東京都,2600710,35.66615,-356661.5,1396413.72,1396413.72,-356661.5,false
5809,宮の坂,,139.64494,156-0051,0,5809,2600707,世田谷区宮坂１-２４-７,26007,false,,2600707,東京都,2600707,35.647508,-356475.08,1396449.4,1396449.4,-356475.08,false
5810,山下,,139.646509,154-0021,0,5810,2500110,世田谷区豪徳寺１-４４-５,26007,false,,2600708,東京都,2600708,35.653844,-356538.44,1396465.09,1396465.09,-356538.44,false
5807,世田谷,,139.650945,154-0017,0,5807,2600705,世田谷区世田谷４-９-６,26007,false,,2600705,東京都,2600705,35.643564000000005,-356435.6400000001,1396509.4500000002,1396509.4500000002,-356435.6400000001,false
5808,上町,,139.646276,154-0017,0,5808,2600706,世田谷区世田谷３-４-３,26007,false,,2600706,東京都,2600706,35.643656,-356436.56,1396462.76,1396462.76,-356436.56,false
5805,若林,,139.65991100000002,154-0023,0,5805,2600703,世田谷区若林４-３-１５,26007,false,,2600703,東京都,2600703,35.645933,-356459.33,1396599.1100000003,1396599.1100000003,-356459.33,false
5806,松陰神社前,,139.655211,154-0023,0,5806,2600704,世田谷区若林４-２１-１６,26007,false,,2600704,東京都,2600704,35.643947,-356439.47,1396552.11,1396552.11,-356439.47,false
5803,三軒茶屋,,139.670156,154-0004,0,5803,2600303,世田谷区太子堂４-２１-１,26007,false,,2600701,東京都,2600701,35.643716,-356437.16,1396701.5599999998,1396701.5599999998,-356437.16,false
5804,西太子堂,,139.666382,154-0004,0,5804,2600702,世田谷区太子堂４-１０-３,26007,false,,2600702,東京都,2600702,35.644545,-356445.45,1396663.82,1396663.82,-356445.45,false
5801,矢口渡,,139.700389,146-0095,0,5801,2600606,大田区多摩川１-２０-１５,26006,false,,2600606,東京都,2600606,35.562462,-355624.61999999994,1397003.89,1397003.89,-355624.61999999994,false
5802,蒲田,,139.714626,144-0052,0,5802,1133230,大田区蒲田５丁目,26006,false,,2600607,東京都,2600607,35.561766999999996,-355617.67,1397146.26,1397146.26,-355617.67,false
5799,下丸子,,139.685576,146-0092,0,5799,2600604,大田区下丸子３-７-１,26006,false,,2600604,東京都,2600604,35.571397,-355713.97,1396855.76,1396855.76,-355713.97,false
5800,武蔵新田,,139.692506,146-0093,0,5800,2600605,大田区矢口１-１８-１,26006,false,,2600605,東京都,2600605,35.567806,-355678.06,1396925.06,1396925.06,-355678.06,false
5797,沼部,,139.67326,145-0072,0,5797,2600602,大田区田園調布本町２８-１,26006,false,,2600602,東京都,2600602,35.582526,-355825.26,1396732.6,1396732.6,-355825.26,false
5798,鵜の木,,139.680554,146-0091,0,5798,2600603,大田区鵜の木２-４-１,26006,false,,2600603,東京都,2600603,35.575452,-355754.51999999996,1396805.54,1396805.54,-355754.51999999996,false
8157,立川北,,139.41253999999998,190-0012,0,8157,9933412,立川市曙町２-４,99334,false,,9933412,東京都,9933412,35.699502,-356995.02,1394125.3999999997,1394125.3999999997,-356995.02,false
8158,高松,,139.413242,190-0011,0,8158,9933413,立川市高松町１-１００,99334,false,,9933413,東京都,9933413,35.710158,-357101.58,1394132.42,1394132.42,-357101.58,false
8159,立飛,,139.41738700000002,190-0015,0,8159,9933414,立川市泉町９３５,99334,false,,9933414,東京都,9933414,35.714717,-357147.17,1394173.87,1394173.87,-357147.17,false
8160,泉体育館,,139.419525,190-0015,0,8160,9933415,立川市泉町８４１,99334,false,,9933415,東京都,9933415,35.718775,-357187.75,1394195.25,1394195.25,-357187.75,false
8161,砂川七番,,139.418097,190-0002,0,8161,9933416,立川市幸町５-１,99334,false,,9933416,東京都,9933416,35.723319000000004,-357233.19000000006,1394180.97,1394180.97,-357233.19000000006,false
8162,玉川上水,,139.417866,190-0002,0,8162,2200805,立川市幸町６-３６-１,99334,false,,9933417,東京都,9933417,35.73223,-357322.3,1394178.6600000001,1394178.6600000001,-357322.3,false
8163,桜街道,,139.416653,207-0023,0,8163,9933418,東大和市上北台３-４７０,99334,false,,9933418,東京都,9933418,35.739000000000004,-357390.00000000006,1394166.53,1394166.53,-357390.00000000006,false
8164,上北台,,139.415822,207-0023,0,8164,9933419,東大和市上北台１-７４２,99334,false,,9933419,東京都,9933419,35.745824,-357458.24,1394158.22,1394158.22,-357458.24,false
8149,中央大学・明星大学,,139.408672,192-0351,0,8149,9933404,八王子市東中野７４２,99334,false,,9933404,東京都,9933404,35.64197,-356419.7,1394086.72,1394086.72,-356419.7,false
5758,つくし野,,139.485139,194-0001,0,5758,2600323,町田市つくし野４-１,26003,false,,2600323,東京都,2600323,35.527559000000004,-355275.59,1394851.3900000001,1394851.3900000001,-355275.59,false
8150,多摩動物公園,,139.403672,191-0042,0,8150,2400502,日野市程久保３-３６-３９,99334,false,,9933405,東京都,9933405,35.648666,-356486.66,1394036.72,1394036.72,-356486.66,false
5759,すずかけ台,,139.481684,194-0001,0,5759,2600324,町田市つくし野３-１,26003,false,,2600324,東京都,2600324,35.517094,-355170.94,1394816.84,1394816.84,-355170.94,false
8151,程久保,,139.410698,191-0042,0,8151,9933406,日野市程久保８-１,99334,false,,9933406,東京都,9933406,35.655093,-356550.93,1394106.98,1394106.98,-356550.93,false
5760,南町田,,139.470318,194-0004,0,5760,2600325,町田市鶴間３-３-２,26003,false,,2600325,東京都,2600325,35.511502,-355115.02,1394703.18,1394703.18,-355115.02,false
8152,高幡不動,,139.415184,191-0031,0,8152,2400129,日野市高幡１３９,99334,false,,9933407,東京都,9933407,35.66148,-356614.8,1394151.84,1394151.84,-356614.8,false
8153,万願寺,,139.42007900000002,191-0022,0,8153,9933408,日野市新井１２４,99334,false,,9933408,東京都,9933408,35.671248999999996,-356712.48999999993,1394200.7900000003,1394200.7900000003,-356712.48999999993,false
8154,甲州街道,,139.409191,191-0012,0,8154,9933409,日野市日野１０３０,99334,false,,9933409,東京都,9933409,35.678262,-356782.61999999994,1394091.91,1394091.91,-356782.61999999994,false
5763,大井町,,139.735025,140-0014,0,5763,1133228,品川区大井１丁目,26004,false,,2600401,東京都,2600401,35.607535,-356075.35,1397350.25,1397350.25,-356075.35,false
8155,柴崎体育館,,139.409191,190-0023,0,8155,9933410,立川市柴崎町６-１０７,99334,false,,9933410,東京都,9933410,35.689475,-356894.75,1394091.91,1394091.91,-356894.75,false
8156,立川南,,139.412546,190-0023,0,8156,9933411,立川市柴崎町３-７,99334,false,,9933411,東京都,9933411,35.696077,-356960.77,1394125.46,1394125.46,-356960.77,false
5764,下神明,,139.726256,141-0033,0,5764,2600402,品川区西品川１-２９-６,26004,false,,2600402,東京都,2600402,35.608703999999996,-356087.04,1397262.56,1397262.56,-356087.04,false
5766,中延,,139.712526,142-0053,0,5766,2600404,品川区中延４-５-５,26004,false,,2600404,東京都,2600404,35.605709999999995,-356057.1,1397125.26,1397125.26,-356057.1,false
5765,戸越公園,,139.718159,142-0041,0,5765,2600403,品川区戸越５-１０-１５,26004,false,,2600403,東京都,2600403,35.608856,-356088.56000000006,1397181.59,1397181.59,-356088.56000000006,false
8176,天王洲アイル,,139.750675,140-0002,0,8176,9933602,品川区東品川２-５-１９,99336,false,,9933602,東京都,9933602,35.622908,-356229.08,1397506.75,1397506.75,-356229.08,false
5768,旗の台,,139.70228600000002,142-0064,0,5768,2600406,品川区旗の台２-１３-１,26004,false,,2600406,東京都,2600406,35.604923,-356049.23,1397022.86,1397022.86,-356049.23,false
8175,浜松町,,139.756747,,0,8175,1130227,東京都港区,99336,false,,9933601,東京都,9933601,35.655666,-356556.66,1397567.47,1397567.47,-356556.66,false
5767,荏原町,,139.707571,142-0053,0,5767,2600405,品川区中延５-２-１,26004,false,,2600405,東京都,2600405,35.60382,-356038.2,1397075.71,1397075.71,-356038.2,false
8178,流通センター,,139.748964,143-0006,0,8178,9933604,大田区平和島６-１-２,99336,false,,9933604,東京都,9933604,35.58186,-355818.6,1397489.64,1397489.64,-355818.6,false
5770,大岡山,,139.685909,145-0062,0,5770,2600206,大田区北千束３-２７-１,26004,false,,2600408,東京都,2600408,35.607456,-356074.56,1396859.09,1396859.09,-356074.56,false
8177,大井競馬場前,,139.74708,140-0012,0,8177,9933603,品川区勝島２-２-３５,99336,false,,9933603,東京都,9933603,35.595006,-355950.06,1397470.8,1397470.8,-355950.06,false
5769,北千束,,139.69330300000001,145-0062,0,5769,2600407,大田区北千束２-１６-１,26004,false,,2600407,東京都,2600407,35.606311,-356063.11,1396933.0300000003,1396933.0300000003,-356063.11,false
8180,整備場,,139.753366,144-0041,0,8180,9933606,大田区羽田空港１-７-４,99336,false,,9933606,東京都,9933606,35.555125,-355551.24999999994,1397533.66,1397533.66,-355551.24999999994,false
5772,自由が丘,,139.66866399999998,152-0035,0,5772,2600107,目黒区自由が丘１-３０-１,26004,false,,2600410,東京都,2600410,35.607224,-356072.24000000005,1396686.64,1396686.64,-356072.24000000005,false
8179,昭和島,,139.74991799999998,143-0004,0,8179,9933605,大田区昭和島２-２-１,99336,false,,9933605,東京都,9933605,35.570656,-355706.56,1397499.1799999997,1397499.1799999997,-355706.56,false
5771,緑が丘,,139.679482,152-0034,0,5771,2600409,目黒区緑が丘３-１-１２,26004,false,,2600409,東京都,2600409,35.60638,-356063.8,1396794.82,1396794.82,-356063.8,false
5774,尾山台,,139.653862,158-0082,0,5774,2600412,世田谷区等々力５-５-７,26004,false,,2600412,東京都,2600412,35.606971,-356069.71,1396538.62,1396538.62,-356069.71,false
5773,九品仏,,139.660992,158-0083,0,5773,2600411,世田谷区奥沢７-２０-１,26004,false,,2600411,東京都,2600411,35.60538,-356053.8,1396609.92,1396609.92,-356053.8,false
5776,上野毛,,139.638917,158-0093,0,5776,2600414,世田谷区上野毛１-２６-６,26004,false,,2600414,東京都,2600414,35.611957000000004,-356119.57000000007,1396389.17,1396389.17,-356119.57000000007,false
5775,等々力,,139.64793799999998,158-0082,0,5775,2600413,世田谷区等々力３-１-１,26004,false,,2600413,東京都,2600413,35.608369,-356083.69000000006,1396479.38,1396479.38,-356083.69000000006,false
5777,二子玉川,,139.626685,158-0094,0,5777,2600307,世田谷区玉川２-２２-１３,26004,false,,2600415,東京都,2600415,35.611788,-356117.87999999995,1396266.85,1396266.85,-356117.87999999995,false
8191,品川シーサイド,,139.749549,140-0002,0,8191,9933706,品川区東品川４-１２-２２,99337,false,,9933706,東京都,9933706,35.608523999999996,-356085.23999999993,1397495.49,1397495.49,-356085.23999999993,false
8192,大井町,,139.735025,140-0014,0,8192,1133228,品川区大井１丁目,99337,false,,9933707,東京都,9933707,35.607535,-356075.35,1397350.25,1397350.25,-356075.35,false
8189,東京テレポート,,139.778896,135-0064,0,8189,9933704,江東区青海１-２,99337,false,,9933704,東京都,9933704,35.62753,-356275.3,1397788.96,1397788.96,-356275.3,false
8190,天王洲アイル,,139.750793,140-0002,0,8190,9933602,品川区東品川２-５-１９,99337,false,,9933705,東京都,9933705,35.620562,-356205.62,1397507.93,1397507.93,-356205.62,false
5723,目黒,,139.7155,,0,5723,1130203,東京都品川区上大崎四丁目2-1,26002,false,,2600201,東京都,2600201,35.633272,-356332.72,1397155,1397155,-356332.72,false
5724,不動前,,139.71469,141-0031,0,5724,2600202,品川区西五反田５-１２-１,26002,false,,2600202,東京都,2600202,35.626526,-356265.26,1397146.9,1397146.9,-356265.26,false
8193,大崎,,139.72843899999998,,0,8193,1130201,東京都品川区大崎一丁目21-4,99337,false,,9933708,東京都,9933708,35.619772,-356197.72,1397284.39,1397284.39,-356197.72,false
5727,洗足,,139.694367,152-0012,0,5727,2600205,目黒区洗足２-２１-１,26002,false,,2600205,東京都,2600205,35.61043,-356104.3,1396943.67,1396943.67,-356104.3,false
8183,新整備場,,139.786777,144-0041,0,8183,9933608,大田区羽田空港３-５-１,99336,false,,9933608,東京都,9933608,35.542773,-355427.73,1397867.77,1397867.77,-355427.73,false
5728,大岡山,,139.685909,145-0062,0,5728,2600206,大田区北千束３-２７-１,26002,false,,2600206,東京都,2600206,35.607456,-356074.56,1396859.09,1396859.09,-356074.56,false
8184,羽田空港第１ビル,,139.784653,144-0041,0,8184,2700206,大田区羽田空港３-３-２,99336,false,,9933609,東京都,9933609,35.549163,-355491.63,1397846.53,1397846.53,-355491.63,false
5725,武蔵小山,,139.704524,142-0062,0,5725,2600203,品川区小山３-４-８,26002,false,,2600203,東京都,2600203,35.620538,-356205.38,1397045.24,1397045.24,-356205.38,false
8181,天空橋,,139.75423,144-0041,0,8181,2700205,大田区羽田空港１-１-２,99336,false,,9933607,東京都,9933607,35.548908000000004,-355489.08,1397542.3,1397542.3,-355489.08,false
5726,西小山,,139.698694,142-0062,0,5726,2600204,品川区小山６-３-１０,26002,false,,2600204,東京都,2600204,35.615455,-356154.55,1396986.94,1396986.94,-356154.55,false
8182,羽田空港国際線ビル,,139.768206,144-0041,0,8182,2700207,東京都大田区羽田空港二丁目6-5,99336,false,2010-10-21,9933611,東京都,9933611,35.544169000000004,-355441.69000000006,1397682.0599999998,1397682.0599999998,-355441.69000000006,false
5731,多摩川,,139.668723,145-0071,0,5731,2600109,大田区田園調布１-５３-８,26002,false,,2600209,東京都,2600209,35.589591,-355895.91,1396687.23,1396687.23,-355895.91,false
8187,東雲,,139.804395,135-0062,0,8187,9933702,江東区東雲２-８-１０,99337,false,,9933702,東京都,9933702,35.640987,-356409.87000000005,1398043.95,1398043.95,-356409.87000000005,false
8188,国際展示場,,139.791617,135-0063,0,8188,9933703,江東区有明２-５-２５,99337,false,,9933703,東京都,9933703,35.634409999999995,-356344.1,1397916.17,1397916.17,-356344.1,false
5729,奥沢,,139.672355,158-0083,0,5729,2600207,世田谷区奥沢３-４７-１７,26002,false,,2600207,東京都,2600207,35.603947,-356039.47,1396723.55,1396723.55,-356039.47,false
8185,羽田空港第２ビル,,139.787979,144-0041,0,8185,2700206,大田区羽田空港３-４-２,99336,false,,9933610,東京都,9933610,35.550734000000006,-355507.3400000001,1397879.79,1397879.79,-355507.3400000001,false
5730,田園調布,,139.667356,145-0071,0,5730,2600108,大田区田園調布３-２５-１８,26002,false,,2600208,東京都,2600208,35.596815,-355968.15,1396673.56,1396673.56,-355968.15,false
8186,新木場,,139.827402,,0,8186,1132605,東京都江東区新木場一丁目6,99337,false,,9933701,東京都,9933701,35.646172,-356461.72,1398274.02,1398274.02,-356461.72,false
5736,渋谷,,139.702148,,0,5736,1130205,東京都渋谷区道玄坂二丁目1-1,26003,false,,2600301,東京都,2600301,35.65802,-356580.2,1397021.48,1397021.48,-356580.2,false
5740,桜新町,,139.644779,154-0015,0,5740,2600305,世田谷区桜新町２-８,26003,false,,2600305,東京都,2600305,35.631665999999996,-356316.66,1396447.79,1396447.79,-356316.66,false
5739,駒沢大学,,139.661702,154-0011,0,5739,2600304,世田谷区上馬４-３,26003,false,,2600304,東京都,2600304,35.633471,-356334.71,1396617.02,1396617.02,-356334.71,false
5738,三軒茶屋,,139.670156,154-0004,0,5738,2600303,世田谷区太子堂４-２１-１,26003,false,,2600303,東京都,2600303,35.643716,-356437.16,1396701.5599999998,1396701.5599999998,-356437.16,false
5737,池尻大橋,,139.684319,154-0001,0,5737,2600302,世田谷区池尻３-２,26003,false,,2600302,東京都,2600302,35.650603000000004,-356506.03,1396843.19,1396843.19,-356506.03,false
5742,二子玉川,,139.626685,158-0094,0,5742,2600307,世田谷区玉川２-２２-１３,26003,false,,2600307,東京都,2600307,35.611788,-356117.87999999995,1396266.85,1396266.85,-356117.87999999995,false
5741,用賀,,139.633928,158-0097,0,5741,2600306,世田谷区用賀２-３９,26003,false,,2600306,東京都,2600306,35.626436,-356264.36,1396339.28,1396339.28,-356264.36,false
5699,小田急永山,,139.44794299999998,206-0025,0,5699,2400207,多摩市永山１丁目,25003,false,,2500306,東京都,2500306,35.629971999999995,-356299.72,1394479.4299999997,1394479.4299999997,-356299.72,false
5700,小田急多摩センター,,139.424298,206-0033,0,5700,2400208,多摩市落合１丁目,25003,false,,2500307,東京都,2500307,35.624902,-356249.01999999996,1394242.98,1394242.98,-356249.01999999996,false
5706,学芸大学,,139.68522,152-0004,0,5706,2600105,目黒区鷹番３-２-１,26001,false,,2600105,東京都,2600105,35.628786,-356287.86,1396852.2,1396852.2,-356287.86,false
5705,祐天寺,,139.69075800000002,153-0052,0,5705,2600104,目黒区祐天寺２-１３-３,26001,false,,2600104,東京都,2600104,35.637163,-356371.63,1396907.58,1396907.58,-356371.63,false
5708,自由が丘,,139.66866399999998,152-0035,0,5708,2600107,目黒区自由が丘１-３０-１,26001,false,,2600107,東京都,2600107,35.607224,-356072.24000000005,1396686.64,1396686.64,-356072.24000000005,false
5707,都立大学,,139.676393,152-0031,0,5707,2600106,目黒区中根１-５-１,26001,false,,2600106,東京都,2600106,35.617835,-356178.35,1396763.93,1396763.93,-356178.35,false
